PREFERRED_NAME,LONG_NAME,PREFERRED_DEFINITION,EVS_SOURCE,ORIGIN,DEFINITION_SOURCE,
C146752,Fallopian tube obstruction,A disorder characterized by blockage of the normal flow of the contents in the fallopian tube.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146753,Fatigue,A disorder characterized by a state of generalized weakness with a pronounced inability to summon sufficient energy to accomplish daily activities.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146754,Brachial plexopathy,"A disorder characterized by regional paresthesia of the brachial plexus, marked discomfort and muscle weakness, and limited movement in the arm or hand.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146755,Gallbladder pain,A disorder characterized by a sensation of marked discomfort in the gallbladder region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146757,Spermatic cord obstruction,A disorder characterized by blockage of the normal flow of the contents of the spermatic cord.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146758,Proteinuria,"A disorder characterized by laboratory test results that indicate the presence of excessive protein in the urine. It is predominantly albumin, but also globulin.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146759,Sinus tachycardia,A disorder characterized by a dysrhythmia with a heart rate greater than 100 beats per minute that originates in the sinus node.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146760,Joint effusion,"A disorder characterized by excessive fluid in a joint, usually as a result of joint inflammation.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146761,Lip pain,A disorder characterized by a sensation of marked discomfort of the lip.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146763,Memory impairment,A disorder characterized by a deterioration in memory function.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146764,Nausea,A disorder characterized by a queasy sensation and/or the urge to vomit.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146766,Neck pain,A disorder characterized by a sensation of marked discomfort in the neck area.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146767,Osteoporosis,"A disorder characterized by reduced bone mass, with a decrease in cortical thickness and in the number and size of the trabeculae of cancellous bone (but normal chemical composition), resulting in increased fracture incidence.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146768,Hemoglobinuria,A disorder characterized by laboratory test results that indicate the presence of free hemoglobin in the urine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146769,Ovulation pain,"A disorder characterized by a sensation of marked discomfort in one side of the abdomen between menstrual cycles, around the time of the discharge of the ovum from the ovarian follicle.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146770,Photophobia,A disorder characterized by fear and avoidance of light.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146771,Insomnia,A disorder characterized by difficulty in falling asleep and/or remaining asleep.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146772,Scalp pain,A disorder characterized by a sensation of marked discomfort in the skin covering the top and the back of the head.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146773,Lymph node pain,A disorder characterized by a sensation of marked discomfort in a lymph node.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146774,Stomach pain,A disorder characterized by a sensation of marked discomfort in the stomach.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146775,Nystagmus,A disorder characterized by involuntary movements of the eyeballs.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146777,Agitation,A disorder characterized by a state of restlessness associated with unpleasant feelings of irritability and tension.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146778,Anxiety,"A disorder characterized by apprehension of danger and dread accompanied by restlessness, tension, tachycardia, and dyspnea unattached to a clearly identifiable stimulus.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146780,Tremor,A disorder characterized by the uncontrolled shaking movement of the whole body or individual parts.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146782,Tumor pain,"A disorder characterized by a sensation of marked discomfort from a neoplasm that may be pressing on a nerve, blocking blood vessels, inflamed or fractured from metastasis.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146783,Sinus pain,"A disorder characterized by a sensation of marked discomfort in the face, between the eyes, or upper teeth originating from the sinuses.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146785,Confusion,A disorder characterized by a lack of clear and orderly thought and behavior.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146786,Urinary incontinence,A disorder characterized by inability to control the flow of urine from the bladder.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146787,Myositis,A disorder characterized by inflammation involving the skeletal muscles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146788,Cholecystitis,A disorder characterized by inflammation involving the gallbladder. It may be associated with the presence of gallstones.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146789,Pancreatitis,A disorder characterized by inflammation of the pancreas with no documented pancreas infection.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C28245,Aspiration,A disorder characterized by inhalation of solids or liquids into the lungs.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54741,Vasculitis,A disorder characterized by inflammation involving the wall of a vessel.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54767,Atrial fibrillation,A disorder characterized by a dysrhythmia without discernible P waves and an irregular ventricular response due to multiple reentry circuits. The rhythm disturbance originates above the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54768,Atrial flutter,A disorder characterized by a dysrhythmia with organized rhythmic atrial contractions with a rate of 200-300 beats per minute. The rhythm disturbance originates in the atria.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54771,Mobitz type I,A disorder characterized by a dysrhythmia with a progressively lengthening PR interval prior to the blocking of an atrial impulse. This is the result of intermittent failure of atrial electrical impulse conduction through the atrioventricular (AV) node to the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54772,Mobitz (type) II atrioventricular block,A disorder characterized by a dysrhythmia with relatively constant PR interval prior to the block of an atrial impulse. This is the result of intermittent failure of atrial electrical impulse conduction through the atrioventricular (AV) node to the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54935,Palpitations,A disorder characterized by an unpleasant sensation of irregular and/or forceful beating of the heart.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54938,Sick sinus syndrome,"A disorder characterized by a dysrhythmia with alternating periods of bradycardia and atrial tachycardia accompanied by syncope, fatigue and dizziness.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54940,Sinus bradycardia,A disorder characterized by a dysrhythmia with a heart rate less than 60 beats per minute that originates in the sinus node.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C54945,Supraventricular tachycardia,A disorder characterized by a dysrhythmia with a heart rate greater than 100 beats per minute that originates above the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55060,Hypertension,A disorder characterized by a pathological increase in blood pressure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55061,Hypotension,A disorder characterized by a blood pressure that is below the normal expected for an individual in a given environment.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55067,Pericarditis,A disorder characterized by irritation to the layers of the pericardium (the protective sac around the heart).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55068,Pulmonary hypertension,A disorder characterized by an increase in pressure within the pulmonary circulation due to lung or heart disorder.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55069,Restrictive cardiomyopathy,A disorder characterized by an inability of the ventricles to fill with blood because the myocardium (heart muscle) stiffens and loses its flexibility.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55070,Right ventricular dysfunction,A disorder characterized by impairment of right ventricular function associated with low ejection fraction and a decrease in motility of the right ventricular wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55273,Disseminated intravascular coagulation,A disorder characterized by systemic pathological activation of blood clotting mechanisms which results in clot formation throughout the body. There is an increase in the risk of hemorrhage as the body is depleted of platelets and coagulation factors.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55332,Hypothermia,A disorder characterized by an abnormally low body temperature. Treatment is required when the body temperature is 35C (95F) or below.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55334,Obesity,A disorder characterized by having a high amount of body fat.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55338,Weight gain,"A finding characterized by an unexpected or abnormal increase in overall body weight; for pediatrics, greater than the baseline growth curve.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55339,Weight loss,"A finding characterized by a decrease in overall body weight; for pediatrics, less than the baseline growth curve.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55340,Apnea,A disorder characterized by cessation of breathing.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55401,Hydrocephalus,A disorder characterized by an abnormal increase of cerebrospinal fluid in the ventricles of the brain.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55447,Depression,A disorder characterized by melancholic feelings of grief or unhappiness.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55459,Myelitis,"A disorder characterized by inflammation involving the spinal cord. Symptoms include weakness, paresthesia, sensory loss, marked discomfort and incontinence.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55615,Erectile dysfunction,A disorder characterized by the persistent or recurrent inability to achieve or to maintain an erection during sexual activity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55705,Lymphocele,A disorder characterized by a cystic lesion containing lymph.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55742,Delayed puberty,A disorder characterized by unusually late sexual maturity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55748,Adrenal insufficiency,"A disorder characterized by the adrenal cortex not producing enough of the hormone cortisol and in some cases, the hormone aldosterone. It may be due to a disorder of the adrenal cortex as in Addison's disease or primary adrenal insufficiency.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55842,Glaucoma,A disorder characterized by an increase in pressure in the eyeball due to obstruction of the aqueous humor outflow.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55847,Keratitis,A disorder characterized by inflammation to the cornea of the eye.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55891,Retinopathy,A disorder involving the retina.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55901,Uveitis,A disorder characterized by inflammation to the uvea of the eye.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55906,Blurred vision,A disorder characterized by visual perception of unclear or fuzzy images.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55992,Hemolysis,A disorder characterized by laboratory test results that indicate widespread erythrocyte cell membrane destruction.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C55993,Iron overload,A disorder characterized by accumulation of iron in the tissues.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56539,Hematoma,"A disorder characterized by a localized collection of blood, usually clotted, in an organ, space, or tissue, due to a break in the wall of a blood vessel.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56542,Ileal hemorrhage,A disorder characterized by bleeding from the ileal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56543,Jejunal hemorrhage,A disorder characterized by bleeding from the jejunal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56544,Renal hemorrhage,A disorder characterized by bleeding from the kidney.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56545,Laryngeal hemorrhage,A disorder characterized by bleeding from the larynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56549,Mediastinal hemorrhage,A disorder characterized by bleeding from the mediastinum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56551,Oral hemorrhage,A disorder characterized by bleeding from the mouth.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56552,Prostatic hemorrhage,A disorder characterized by bleeding from the prostate gland.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56553,Ovarian hemorrhage,A disorder characterized by bleeding from the ovary.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56554,Pancreatic hemorrhage,A disorder characterized by bleeding from the pancreas.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56557,Pharyngeal hemorrhage,A disorder characterized by bleeding from the pharynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56558,Pleural hemorrhage,A disorder characterized by bleeding from the pleural cavity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56560,Rectal hemorrhage,A disorder characterized by bleeding from the rectal wall and discharged from the anus.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56563,Spermatic cord hemorrhage,A disorder characterized by bleeding from the spermatic cord.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56566,Testicular hemorrhage,A disorder characterized by bleeding from the testis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56567,Tracheal hemorrhage,A disorder characterized by bleeding from the trachea.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56572,Uterine hemorrhage,A disorder characterized by bleeding from the uterus.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56573,Vaginal hemorrhage,A disorder characterized by bleeding from the vagina.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56635,Retinoic acid syndrome,"A disorder characterized by weight gain, dyspnea, pleural and pericardial effusions, leukocytosis and/or renal failure originally described in patients treated with all-trans retinoic acid.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C56735,Injury to inferior vena cava,A finding of damage to the inferior vena cava.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57097,Urinary retention,A disorder characterized by accumulation of urine within the bladder because of the inability to urinate.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57104,Vaginal fistula,A disorder characterized by an abnormal communication between the vagina and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57118,Anorexia,A disorder characterized by a loss of appetite.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57134,Colitis,A disorder characterized by inflammation of the colon.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57141,Constipation,A disorder characterized by irregular and infrequent or difficult evacuation of the bowels.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57787,Dehydration,"A disorder characterized by excessive loss of water from the body. It is usually caused by severe diarrhea, vomiting or diaphoresis.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57788,Diarrhea,A disorder characterized by an increase in frequency and/or loose or watery bowel movements.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57789,Duodenal fistula,A disorder characterized by an abnormal communication between the duodenum and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57795,Dysphagia,A disorder characterized by difficulty in swallowing.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57797,Esophagitis,A disorder characterized by inflammation of the esophageal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57798,Esophageal fistula,A disorder characterized by an abnormal communication between the esophagus and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57807,Flatulence,A disorder characterized by a discharge of excessive gas from the lower GI tract.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57808,Gallbladder fistula,A disorder characterized by an abnormal communication between the gallbladder and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57810,Gallbladder obstruction,A disorder characterized by blockage of the normal flow of the contents of the gallbladder.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57812,Gastritis,A disorder characterized by inflammation of the stomach.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57814,Ileus,A disorder characterized by failure of the ileum to transport intestinal contents.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57821,Ileal fistula,A disorder characterized by an abnormal communication between the ileum and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57823,Ileal obstruction,A disorder characterized by blockage of the normal flow of the intestinal contents in the ileum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57826,Ileal ulcer,"A disorder characterized by a circumscribed, erosive lesion on the mucosal surface of the ileum.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57827,Jejunal fistula,A disorder characterized by an abnormal communication between the jejunum and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57829,Jejunal obstruction,A disorder characterized by blockage of the normal flow of the intestinal contents in the jejunum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57832,Jejunal ulcer,"A disorder characterized by a circumscribed, erosive lesion on the mucosal surface of the jejunum.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57838,Malabsorption,"A disorder characterized by inadequate absorption of nutrients in the small intestine. Symptoms include abdominal marked discomfort, bloating and diarrhea.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57845,Pancreatic fistula,A disorder characterized by an abnormal communication between the pancreas and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57849,Periodontal disease,A disorder in the gingival tissue around the teeth.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57850,Peritoneal necrosis,A disorder characterized by a necrotic process occurring in the peritoneum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57851,Pharyngeal fistula,A disorder characterized by an abnormal communication between the pharynx and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57855,Pharyngeal necrosis,A disorder characterized by a necrotic process occurring in the pharynx.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57857,Proctitis,A disorder characterized by inflammation of the rectum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57859,Rectal fistula,A disorder characterized by an abnormal communication between the rectum and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57863,Rectal necrosis,A disorder characterized by a necrotic process occurring in the rectal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57864,Rectal obstruction,A disorder characterized by blockage of the normal flow of the intestinal contents in the rectum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57867,Rectal ulcer,"A disorder characterized by a circumscribed, erosive lesion on the mucosal surface of the rectum.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57868,Salivary gland fistula,A disorder characterized by an abnormal communication between a salivary gland and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57896,Vomiting,A disorder characterized by the reflexive act of ejecting the contents of the stomach through the mouth.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57898,Alopecia,A disorder characterized by a decrease in density of hair compared to normal for a given individual at a given age and body location.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57900,Burn,"A finding of impaired integrity to the anatomic site of an adverse thermal reaction. Burns can be caused by exposure to chemicals, direct heat, electricity, flames and radiation. The extent of damage depends on the length and intensity of exposure and time until provision of treatment.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57901,Cheilitis,A disorder characterized by inflammation of the lip.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C57996,Dry skin,"A disorder characterized by flaky and dull skin; the pores are generally fine, the texture is a papery thin texture.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58005,Photosensitivity,A disorder characterized by an increase in sensitivity of the skin to light.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58006,Pruritus,A disorder characterized by an intense itching sensation.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58019,Urticaria,A disorder characterized by an itchy skin eruption characterized by wheals with pale interiors and well-defined red margins.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58020,Adult respiratory distress syndrome,"A disorder characterized by progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58022,Atelectasis,A disorder characterized by the collapse of part or the entire lung.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58027,Chylothorax,A disorder characterized by milky pleural effusion (abnormal collection of fluid) resulting from accumulation of lymph fluid in the pleural cavity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58028,Cough,"A disorder characterized by sudden, often repetitive, spasmodic contraction of the thoracic cavity, resulting in violent release of air from the lungs and usually accompanied by a distinctive sound.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58185,Dyspnea,A disorder characterized by an uncomfortable sensation of difficulty breathing.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58188,Hypoxia,A disorder characterized by a decrease in the level of oxygen in the body.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58190,Laryngeal fistula,A disorder characterized by an abnormal communication between the larynx and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58201,Pneumothorax,A disorder characterized by abnormal presence of air in the pleural cavity resulting in the collapse of the lung.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58205,Tracheal fistula,A disorder characterized by an abnormal communication between the trachea and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58382,Fracture,A finding of traumatic injury to the bone in which the continuity of the bone is broken.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58383,Head soft tissue necrosis,A disorder characterized by a necrotic process occurring in the soft tissues of the head.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58394,Neck soft tissue necrosis,A disorder characterized by a necrotic process occurring in the soft tissues of the neck.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58399,Pelvic soft tissue necrosis,A disorder characterized by a necrotic process occurring in the soft tissues of the pelvis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58401,Seroma,A finding of tumor-like collection of serum in the tissues.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C58404,Trismus,A disorder characterized by lack of ability to open the mouth fully due to a decrease in the range of motion of the muscles of mastication.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
